Florida District Number,English Language Arts Achievement,English Language Arts Learning Gains,English Language Arts Learning Gains of the Lowest 25%,Mathematics Learning Gains,Mathematics Learning Gains of the Lowest 25%,Science Achievement,Grade 2022,Grade 2019,Grade 2018,Grade 2017,Grade 2016,Charter School,Title I,School Type,Percent of Minority Students,Percent of Economically Disadvantaged Students,Mathematics Achievement
4.0,35.0,56.0,55.0,75.0,66.0,46.0,4,3,3,2,3,0,1,1,97.9,80.9,47.0
4.0,66.0,61.0,51.0,61.0,44.0,60.0,5,5,5,5,4,0,0,3,72.5,55.1,51.0
4.0,48.0,61.0,45.0,78.0,80.0,37.0,4,4,3,4,2,0,1,1,92.2,72.0,58.0
4.0,89.0,74.0,75.0,69.0,58.0,82.0,5,5,5,5,5,0,0,3,82.2,51.1,70.0
4.0,37.0,43.0,36.0,47.0,44.0,44.0,3,3,3,3,3,0,1,2,99.1,79.4,32.0
4.0,31.0,56.0,46.0,61.0,59.0,30.0,3,3,3,3,3,0,1,1,95.4,80.5,39.0
4.0,51.0,74.0,64.0,86.0,83.0,31.0,5,3,3,4,3,0,1,1,96.7,76.9,59.0
4.0,39.0,44.0,34.0,42.0,56.0,43.0,3,3,3,3,3,0,0,3,83.5,55.00000000000001,24.0
4.0,50.0,69.0,79.0,78.0,87.0,39.0,5,4,3,3,3,0,1,1,78.6,64.4,53.0
4.0,46.0,62.0,43.0,81.0,77.0,33.0,4,3,5,3,3,0,1,1,97.9,75.6,55.0
4.0,15.0,26.0,22.0,42.0,50.0,18.0,1,3,3,2,3,0,1,1,98.3,90.5,19.0
4.0,77.0,73.0,65.0,89.0,76.0,71.0,5,5,5,5,5,0,0,1,61.7,35.4,79.0
4.0,60.0,64.0,47.0,66.0,41.0,33.0,3,4,4,3,3,0,1,1,92.3,73.8,59.0
4.0,35.0,41.0,37.0,37.0,54.0,40.0,3,3,3,3,2,0,0,3,82.0,65.8,14.0
4.0,61.0,73.0,49.0,73.0,58.0,60.0,5,5,4,3,3,0,0,1,64.0,46.2,59.0
4.0,66.0,61.0,46.0,67.0,48.0,44.0,4,3,4,4,4,0,1,1,91.3,67.4,57.0
4.0,59.0,62.0,50.0,65.0,72.0,61.0,5,5,5,5,4,0,0,3,87.5,56.6,39.0
4.0,60.0,64.0,52.0,73.0,65.0,31.0,4,5,3,4,4,0,1,1,87.6,68.89999999999998,62.0
4.0,91.0,71.0,71.0,80.0,77.0,89.0,5,5,5,5,5,0,0,3,77.5,47.19999999999999,78.0
4.0,56.0,59.0,46.0,68.0,56.0,44.0,4,4,5,4,4,0,1,2,89.9,61.8,53.0
4.0,49.0,56.0,42.0,81.0,60.0,40.0,4,4,4,3,4,0,1,1,74.6,63.2,64.0
4.0,43.0,57.0,37.0,80.0,67.0,28.0,3,3,4,3,2,0,1,1,99.2,82.8,52.0
4.0,31.0,45.0,40.0,36.0,42.0,24.0,3,3,3,3,2,0,1,4,99.0,79.2,19.0
4.0,48.0,58.0,49.0,74.0,69.0,42.0,4,3,3,3,3,0,1,1,72.1,67.80000000000001,45.0
4.0,36.0,43.0,30.0,42.0,55.0,37.0,3,3,3,3,3,0,0,3,92.6,65.7,18.0
4.0,26.0,48.0,39.0,64.0,43.0,15.0,2,3,2,3,3,0,1,1,99.5,86.8,32.0
4.0,26.0,42.0,39.0,55.0,43.0,13.0,2,3,3,1,2,0,1,1,99.6,91.0,50.0
4.0,42.0,61.0,50.0,56.0,55.0,19.0,3,2,3,3,2,0,1,1,97.6,86.3,42.0
4.0,43.0,54.0,46.0,65.0,62.0,27.0,4,4,3,3,3,0,1,4,97.3,78.3,37.0
4.0,37.0,56.0,38.0,65.0,54.0,16.0,3,2,4,3,3,0,1,1,97.6,84.1,47.0
4.0,31.0,38.0,32.0,38.0,45.0,33.0,3,3,3,3,3,0,0,3,82.2,64.3,20.0
4.0,31.0,53.0,62.0,53.0,62.0,22.0,3,3,3,2,2,0,1,1,100.0,80.30000000000001,30.0
4.0,22.0,27.0,21.0,49.0,65.0,35.0,3,3,3,3,3,0,0,3,94.8,71.39999999999998,23.0
4.0,30.0,42.0,43.0,48.0,60.0,37.0,3,3,3,3,2,0,1,2,97.9,78.10000000000002,27.0
4.0,37.0,51.0,44.0,44.0,53.0,36.0,3,3,3,3,3,0,0,3,86.1,66.3,18.0
4.0,23.0,42.0,41.0,47.0,56.0,18.0,3,3,3,3,3,0,0,3,98.3,70.39999999999998,18.0
4.0,34.0,41.0,43.0,36.0,48.0,35.0,3,3,3,3,3,0,0,3,95.9,72.1,16.0
4.0,57.0,69.0,64.0,70.0,63.0,56.0,5,4,3,3,3,0,1,1,90.4,74.8,67.0
4.0,37.0,56.0,50.0,65.0,58.0,42.0,3,4,3,3,2,0,1,1,97.6,78.2,41.0
4.0,47.0,48.0,39.0,52.0,52.0,43.0,3,4,4,4,3,0,1,2,87.8,67.0,40.0
4.0,54.0,70.0,53.0,58.0,58.0,32.0,4,5,4,4,3,0,1,1,84.0,72.7,51.0
4.0,35.0,57.0,51.0,68.0,58.0,21.0,3,3,2,3,2,0,1,1,98.8,88.1,42.0
4.0,52.0,66.0,58.0,64.0,63.0,44.0,4,4,4,5,4,0,1,1,88.9,65.5,45.0
4.0,40.0,62.0,53.0,58.0,54.0,14.0,3,3,3,3,2,0,1,1,99.6,86.9,35.0
4.0,35.0,45.0,32.0,51.0,51.0,35.0,3,3,3,3,3,0,1,2,90.5,71.39999999999998,31.0
4.0,38.0,47.0,41.0,46.0,47.0,43.0,3,3,3,3,3,0,1,2,94.3,61.0,29.0
4.0,49.0,49.0,31.0,48.0,42.0,43.0,3,4,4,4,4,0,1,2,76.9,51.2,41.0
4.0,37.0,56.0,50.0,41.0,60.0,40.0,3,3,3,3,3,0,0,3,92.3,62.3,18.0
4.0,70.0,62.0,46.0,71.0,63.0,69.0,5,5,5,5,5,0,0,3,52.3,28.199999999999996,69.0
4.0,31.0,58.0,57.0,68.0,74.0,25.0,3,3,3,3,1,0,1,1,96.8,76.0,38.0
4.0,46.0,63.0,54.0,70.0,74.0,43.0,4,4,3,4,4,0,1,1,95.5,76.7,58.0
4.0,48.0,64.0,46.0,78.0,73.0,24.0,4,4,3,3,3,0,1,1,94.2,75.7,51.0
4.0,62.0,70.0,44.0,65.0,39.0,68.0,4,4,5,5,3,0,1,1,93.7,53.4,61.0
4.0,62.0,59.0,45.0,74.0,68.0,54.0,5,5,5,5,5,0,1,2,93.6,45.4,64.0
4.0,86.0,75.0,67.0,79.0,70.0,77.0,5,5,5,5,5,0,0,4,56.1,31.4,84.0
4.0,44.0,51.0,42.0,59.0,51.0,42.0,3,3,3,4,4,0,1,2,86.1,62.5,42.0
4.0,56.0,64.0,54.0,75.0,74.0,50.0,5,4,4,3,3,0,1,1,91.4,69.8,59.0
4.0,32.0,38.0,34.0,48.0,50.0,30.0,3,3,3,3,3,0,1,2,87.2,69.1,27.0
4.0,89.0,71.0,74.0,62.0,58.0,90.0,5,5,5,5,5,0,0,3,86.4,57.6,65.0
4.0,37.0,62.0,40.0,66.0,56.0,38.0,3,3,3,3,3,0,1,4,95.8,78.8,43.0
4.0,49.0,53.0,39.0,40.0,50.0,40.0,3,3,3,3,3,0,0,3,78.7,55.2,23.0
4.0,38.0,56.0,48.0,55.0,59.0,35.0,3,3,3,3,3,0,1,1,93.1,71.8,37.0
4.0,56.0,76.0,63.0,75.0,58.0,36.0,4,3,3,3,3,0,1,1,91.8,70.19999999999999,57.0
4.0,58.0,67.0,58.0,77.0,75.0,58.0,5,4,3,4,4,0,1,1,74.3,59.0,63.0
4.0,40.0,54.0,42.0,50.0,43.0,24.0,3,2,3,3,2,0,1,4,90.2,82.5,30.0
4.0,56.0,51.0,36.0,69.0,64.0,56.0,4,4,4,4,4,0,1,2,70.6,46.0,57.0
4.0,70.0,65.0,53.0,84.0,69.0,63.0,5,5,5,5,5,0,0,2,53.3,27.500000000000004,80.0
4.0,42.0,53.0,50.0,53.0,53.0,31.0,3,4,4,3,3,0,1,2,90.8,68.8,34.0
4.0,52.0,68.0,56.0,80.0,68.0,30.0,4,3,3,3,3,0,1,1,87.7,74.4,54.0
4.0,53.0,67.0,57.0,70.0,67.0,38.0,4,5,4,4,3,0,1,1,87.2,72.7,52.0
4.0,77.0,76.0,64.0,79.0,81.0,53.0,5,5,5,5,4,0,0,1,66.6,36.19999999999999,78.0
4.0,77.0,76.0,64.0,74.0,75.0,60.0,5,5,5,5,5,0,0,1,79.5,43.5,80.0
4.0,60.0,66.0,68.0,77.0,62.0,41.0,5,3,5,4,4,0,1,1,78.5,55.3,65.0
4.0,65.0,62.0,45.0,66.0,49.0,44.0,4,5,5,4,4,0,1,1,77.7,51.8,60.0
4.0,34.0,62.0,67.0,69.0,52.0,28.0,3,3,2,3,3,0,1,1,97.8,83.2,42.0
4.0,53.0,55.0,51.0,65.0,55.0,42.0,4,5,4,4,4,0,1,2,76.0,52.3,51.0
4.0,55.0,70.0,62.0,80.0,71.0,30.0,4,4,3,3,3,0,1,1,78.3,60.7,53.0
4.0,65.0,67.0,56.0,70.0,69.0,40.0,4,4,4,3,3,0,1,1,74.0,57.1,60.0
4.0,45.0,53.0,45.0,43.0,49.0,58.0,3,3,3,4,3,0,0,3,80.4,54.0,27.0
4.0,41.0,55.0,40.0,70.0,71.0,33.0,3,3,3,4,3,0,1,1,84.2,78.10000000000002,39.0
4.0,56.0,63.0,51.0,77.0,58.0,53.0,4,5,5,4,2,0,1,1,94.9,75.2,62.0
4.0,61.0,57.0,48.0,60.0,61.0,67.0,5,5,5,5,4,0,0,3,64.6,34.9,46.0
4.0,71.0,69.0,53.0,79.0,77.0,63.0,5,5,5,5,5,0,0,1,56.5,32.4,76.0
4.0,48.0,53.0,45.0,58.0,60.0,33.0,3,4,4,4,2,0,1,1,90.2,67.5,38.0
4.0,60.0,82.0,75.0,82.0,70.0,47.0,5,5,4,4,3,0,1,1,98.3,76.4,58.0
4.0,62.0,78.0,64.0,74.0,59.0,59.0,5,4,4,4,3,0,1,1,91.2,62.0,61.0
4.0,78.0,73.0,49.0,75.0,58.0,65.0,5,5,5,5,5,0,0,1,51.5,14.8,79.0
4.0,87.0,83.0,73.0,89.0,83.0,66.0,5,5,5,5,5,0,0,1,77.6,18.8,89.0
4.0,69.0,70.0,47.0,71.0,45.0,52.0,4,5,5,5,5,0,0,1,81.0,34.8,68.0
4.0,35.0,43.0,36.0,54.0,59.0,35.0,3,3,3,3,3,0,1,2,96.6,73.9,32.0
4.0,72.0,74.0,57.0,77.0,56.0,65.0,5,5,4,5,5,0,0,1,69.7,24.8,72.0
4.0,58.0,54.0,43.0,70.0,56.0,52.0,4,4,5,5,5,0,1,2,89.4,52.5,58.0
4.0,70.0,66.0,54.0,66.0,58.0,76.0,5,5,5,5,5,0,0,3,51.9,20.8,68.0
4.0,68.0,73.0,53.0,78.0,63.0,60.0,5,4,4,4,4,0,0,1,61.4,42.3,69.0
4.0,65.0,65.0,45.0,73.0,51.0,68.0,4,5,4,4,4,0,1,1,69.8,56.89999999999999,57.0
4.0,48.0,47.0,39.0,59.0,50.0,50.0,4,4,4,4,4,0,1,2,80.8,59.6,52.0
4.0,62.0,70.0,57.0,75.0,69.0,43.0,5,4,3,4,4,0,1,1,82.9,61.7,58.0
4.0,67.0,67.0,47.0,63.0,34.0,53.0,4,5,4,4,4,0,0,1,60.0,34.2,61.0
4.0,65.0,71.0,60.0,75.0,63.0,55.0,5,4,4,5,4,0,1,1,71.9,48.5,63.0
4.0,54.0,56.0,48.0,69.0,62.0,49.0,5,5,5,5,4,0,1,2,71.8,51.8,57.0
4.0,66.0,64.0,49.0,75.0,78.0,53.0,5,5,5,5,5,0,0,1,62.3,35.19999999999999,68.0
4.0,54.0,67.0,63.0,53.0,43.0,37.0,3,4,4,3,3,0,1,1,76.0,58.5,49.0
4.0,77.0,67.0,48.0,79.0,62.0,59.0,5,5,4,5,5,0,0,1,69.6,25.8,80.0
4.0,71.0,64.0,52.0,70.0,57.0,68.0,5,5,5,5,5,0,0,2,78.4,27.0,71.0
4.0,66.0,67.0,53.0,71.0,59.0,58.0,5,5,4,5,4,0,0,1,64.0,38.4,69.0
4.0,81.0,76.0,62.0,90.0,90.0,67.0,5,5,5,5,4,0,0,1,71.4,24.7,84.0
4.0,82.0,79.0,77.0,81.0,79.0,78.0,5,5,5,5,5,0,0,1,54.9,18.0,84.0
4.0,33.0,56.0,41.0,76.0,71.0,36.0,3,2,3,3,2,0,1,1,98.3,86.2,49.0
4.0,45.0,65.0,76.0,74.0,75.0,30.0,4,2,3,3,2,0,1,1,97.0,86.2,47.0
4.0,51.0,60.0,50.0,62.0,44.0,31.0,3,4,3,3,3,0,1,1,94.4,64.7,52.0
4.0,72.0,71.0,51.0,85.0,73.0,62.0,5,5,5,5,5,0,0,1,51.9,34.30000000000001,71.0
4.0,68.0,61.0,48.0,76.0,64.0,64.0,5,5,5,5,5,0,0,2,75.5,33.2,69.0
4.0,65.0,64.0,70.0,82.0,68.0,45.0,5,5,4,5,2,0,1,1,93.0,52.9,73.0
4.0,51.0,56.0,46.0,56.0,66.0,59.0,4,5,5,5,4,0,0,3,90.6,51.3,36.0
4.0,71.0,72.0,53.0,79.0,72.0,58.0,5,4,5,5,3,0,0,1,75.1,49.3,69.0
4.0,50.0,49.0,44.0,61.0,56.0,50.0,4,4,4,4,4,0,1,2,80.9,53.5,52.0
4.0,75.0,71.0,59.0,76.0,67.0,47.0,5,5,5,5,4,0,0,1,63.6,26.3,73.0
4.0,86.0,78.0,71.0,82.0,79.0,79.0,5,5,5,5,5,0,0,1,85.9,31.8,88.0
4.0,62.0,55.0,40.0,71.0,57.0,54.0,4,5,5,5,5,0,0,2,61.5,38.6,63.0
4.0,53.0,67.0,63.0,78.0,64.0,40.0,4,4,4,5,4,0,1,1,70.2,52.0,61.0
4.0,70.0,71.0,46.0,68.0,58.0,54.0,5,4,5,4,5,0,0,1,86.2,43.8,66.0
4.0,71.0,64.0,46.0,75.0,67.0,60.0,5,5,4,4,4,0,0,1,64.6,43.8,69.0
4.0,51.0,53.0,42.0,52.0,53.0,52.0,4,4,3,4,3,0,0,3,69.0,44.7,32.0
4.0,63.0,62.0,41.0,80.0,81.0,55.0,5,4,4,5,5,0,0,1,81.0,28.8,61.0
4.0,63.0,60.0,55.0,79.0,68.0,49.0,5,5,3,4,3,0,1,1,95.7,53.9,64.0
4.0,57.0,67.0,58.0,72.0,48.0,47.0,4,5,5,4,5,0,1,1,90.1,50.6,57.0
4.0,80.0,64.0,53.0,78.0,61.0,68.0,5,5,5,5,5,0,0,2,79.2,14.8,81.0
4.0,77.0,65.0,55.0,68.0,60.0,82.0,5,5,5,5,5,0,0,3,76.4,15.4,71.0
4.0,54.0,59.0,49.0,64.0,59.0,30.0,3,4,4,4,4,0,1,1,80.7,60.5,58.0
4.0,81.0,77.0,66.0,89.0,83.0,76.0,5,5,5,5,5,0,0,1,77.4,16.3,87.0
4.0,69.0,72.0,51.0,78.0,67.0,60.0,5,5,5,5,5,0,0,1,80.0,31.3,68.0
4.0,41.0,67.0,54.0,60.0,52.0,23.0,3,3,2,3,2,0,1,1,98.0,87.2,48.0
4.0,59.0,61.0,48.0,49.0,60.0,55.0,4,5,4,4,3,0,0,3,92.0,44.1,30.0
4.0,54.0,69.0,60.0,62.0,60.0,33.0,4,3,4,3,3,0,1,1,95.4,60.3,52.0
4.0,63.0,66.0,51.0,88.0,88.0,62.0,5,5,5,5,4,0,1,1,91.2,54.1,77.0
4.0,51.0,66.0,53.0,76.0,65.0,37.0,4,4,3,3,1,0,1,1,97.2,80.80000000000001,54.0
4.0,57.0,67.0,59.0,75.0,63.0,49.0,4,5,4,5,3,0,1,1,87.4,60.2,55.0
4.0,77.0,74.0,55.0,81.0,64.0,55.0,5,5,5,5,5,0,0,1,41.1,14.2,82.0
4.0,48.0,57.0,51.0,70.0,70.0,25.0,3,3,3,3,3,0,1,1,87.0,71.2,50.0
4.0,86.0,79.0,78.0,83.0,76.0,69.0,5,5,5,5,5,0,0,1,78.1,17.9,84.0
4.0,46.0,50.0,36.0,47.0,49.0,47.0,3,4,4,3,4,0,0,3,77.0,50.2,29.0
4.0,71.0,60.0,46.0,78.0,62.0,73.0,5,5,5,5,5,0,0,2,45.7,14.3,79.0
4.0,34.0,42.0,36.0,45.0,61.0,36.0,3,3,3,3,3,0,1,2,98.2,70.89999999999998,23.0
4.0,83.0,79.0,73.0,80.0,70.0,74.0,5,5,5,5,5,0,0,1,41.4,8.1,84.0
4.0,60.0,65.0,45.0,89.0,81.0,53.0,5,4,5,5,5,0,1,1,91.7,61.9,71.0
4.0,71.0,66.0,52.0,60.0,53.0,78.0,5,5,5,5,5,0,0,3,79.4,28.199999999999996,57.0
4.0,52.0,49.0,34.0,57.0,54.0,47.0,4,4,4,4,4,0,1,4,89.8,58.7,46.0
4.0,75.0,61.0,50.0,68.0,50.0,59.0,5,5,5,5,5,1,0,1,43.9,28.8,75.0
4.0,58.0,59.0,47.0,74.0,59.0,30.0,4,4,4,4,3,1,1,2,98.1,94.89999999999998,58.0
4.0,39.0,51.0,42.0,66.0,68.0,30.0,4,4,3,3,3,1,1,4,97.5,91.10000000000002,39.0
4.0,50.0,67.0,60.0,82.0,65.0,38.0,4,5,3,3,3,1,1,1,96.0,94.39999999999998,59.0
4.0,27.0,51.0,53.0,53.0,53.0,41.0,3,3,3,3,3,1,1,3,95.9,82.19999999999999,30.0
4.0,64.0,64.0,64.0,51.0,52.0,56.0,4,4,4,3,3,1,0,3,96.4,75.5,36.0
4.0,64.0,64.0,53.0,68.0,60.0,58.0,5,5,5,4,4,1,1,4,84.8,53.1,62.0
4.0,79.0,74.0,60.0,84.0,75.0,74.0,5,5,5,5,5,1,0,4,87.3,25.7,78.0
4.0,59.0,61.0,51.0,81.0,75.0,51.0,5,5,5,5,3,1,1,2,95.9,66.0,70.0
4.0,55.0,70.0,79.0,70.0,61.0,44.0,5,4,4,3,3,1,1,1,70.3,58.1,62.0
4.0,65.0,61.0,51.0,71.0,64.0,66.0,5,5,4,4,4,1,1,4,79.4,60.3,67.0
4.0,71.0,66.0,58.0,75.0,68.0,50.0,5,5,5,5,5,1,1,1,97.8,67.7,67.0
4.0,37.0,50.0,52.0,59.0,61.0,26.0,3,4,5,2,2,1,1,4,96.0,79.10000000000002,35.0
4.0,71.0,63.0,41.0,66.0,56.0,50.0,5,5,5,5,5,1,0,4,69.7,3.500000000000001,65.0
4.0,54.0,69.0,65.0,52.0,40.0,39.0,3,3,2,3,3,1,1,1,87.0,80.4,43.0
4.0,56.0,67.0,50.0,42.0,27.0,51.0,3,4,4,3,5,1,1,1,97.4,79.80000000000001,37.0
4.0,66.0,60.0,52.0,65.0,65.0,64.0,5,5,5,5,3,1,0,4,84.0,48.4,62.0
4.0,42.0,48.0,42.0,59.0,65.0,18.0,3,5,3,3,4,1,1,4,87.4,60.8,29.0
4.0,41.0,63.0,57.0,74.0,78.0,26.0,4,3,4,3,3,1,1,4,99.1,100.0,38.0
4.0,67.0,54.0,45.0,60.0,57.0,49.0,5,5,4,5,4,1,0,4,44.9,7.9,69.0
4.0,54.0,55.0,41.0,61.0,55.0,52.0,4,5,4,4,5,1,1,4,90.6,53.2,46.0
4.0,59.0,64.0,58.0,73.0,65.0,52.0,5,5,4,4,4,1,1,4,89.1,66.2,59.0
4.0,72.0,65.0,50.0,74.0,66.0,67.0,5,5,5,5,5,1,0,4,87.3,39.2,72.0
4.0,80.0,77.0,64.0,77.0,62.0,68.0,5,5,5,5,5,1,0,1,91.0,40.30000000000001,75.0
4.0,49.0,63.0,53.0,55.0,49.0,27.0,3,3,3,1,3,1,1,4,92.9,76.5,42.0
4.0,99.0,82.0,92.0,85.0,85.0,96.0,5,5,5,5,5,1,1,1,94.9,53.7,99.0
4.0,79.0,73.0,62.0,70.0,49.0,56.0,5,5,5,5,5,1,0,4,47.3,4.8,78.0
4.0,78.0,66.0,49.0,75.0,70.0,67.0,5,5,5,5,5,1,0,2,87.9,37.9,75.0
4.0,69.0,61.0,54.0,68.0,66.0,69.0,5,5,5,5,5,1,0,4,55.6,4.0,67.0
4.0,84.0,76.0,73.0,75.0,67.0,73.0,5,5,5,5,5,1,0,4,91.4,18.4,80.0
4.0,63.0,64.0,70.0,60.0,60.0,41.0,4,3,4,3,1,1,1,1,85.7,66.4,49.0
4.0,79.0,65.0,59.0,63.0,50.0,76.0,5,5,5,5,5,1,0,4,80.2,32.7,62.0
4.0,77.0,65.0,65.0,62.0,59.0,45.0,5,5,5,5,5,1,0,4,84.8,0.4,75.0
4.0,82.0,79.0,55.0,80.0,55.0,79.0,5,5,5,5,5,1,0,1,94.7,39.900000000000006,80.0
4.0,56.0,58.0,52.0,44.0,51.0,62.0,4,4,4,3,5,1,0,3,87.2,2.6,35.0
4.0,74.0,62.0,52.0,72.0,70.0,58.0,5,5,5,5,5,1,0,2,89.3,32.30000000000001,75.0
4.0,49.0,62.0,53.0,68.0,57.0,33.0,3,4,3,4,3,1,1,1,97.0,76.1,51.0
4.0,36.0,48.0,36.0,45.0,35.0,11.0,2,3,3,4,3,1,1,1,98.1,92.60000000000002,25.0
4.0,38.0,51.0,60.0,46.0,46.0,24.0,3,2,3,3,1,1,1,1,95.7,97.3,35.0
4.0,31.0,48.0,50.0,49.0,40.0,18.0,3,4,4,3,3,1,0,2,77.9,72.39999999999998,30.0
4.0,97.0,76.0,85.0,49.0,43.0,88.0,5,5,5,5,5,1,1,1,66.7,52.7,93.0
4.0,43.0,54.0,57.0,62.0,74.0,45.0,3,4,2,3,3,1,1,2,90.8,71.1,30.0
4.0,64.0,58.0,49.0,60.0,59.0,68.0,5,5,5,4,4,1,0,3,89.4,38.4,51.0
4.0,43.0,52.0,34.0,40.0,50.0,37.0,3,3,2,2,3,1,1,3,81.8,75.7,23.0
4.0,35.0,57.0,50.0,58.0,63.0,7.0,3,3,2,3,3,1,1,4,98.1,100.0,29.0
4.0,83.0,79.0,62.0,73.0,66.0,63.0,5,5,5,5,5,1,0,1,94.8,40.5,81.0
4.0,68.0,72.0,60.0,68.0,62.0,58.0,5,5,5,5,5,1,1,1,89.5,60.4,55.0
4.0,63.0,56.0,46.0,79.0,77.0,29.0,5,5,5,5,5,1,0,4,80.1,38.6,61.0
4.0,75.0,74.0,60.0,76.0,68.0,60.0,5,5,5,5,4,1,1,1,38.2,57.3,83.0
4.0,39.0,46.0,45.0,60.0,59.0,20.0,3,3,2,3,2,1,1,4,98.9,100.0,32.0
4.0,37.0,47.0,45.0,44.0,36.0,23.0,2,4,3,3,3,1,1,1,95.3,79.0,31.0
4.0,80.0,71.0,67.0,73.0,60.0,81.0,5,5,5,5,4,1,1,2,58.1,58.4,76.0
4.0,53.0,55.0,49.0,74.0,68.0,45.0,5,5,5,5,5,1,1,2,98.9,69.1,62.0
4.0,57.0,68.0,54.0,58.0,63.0,64.0,4,3,3,3,3,1,1,2,95.7,81.2,43.0
4.0,60.0,69.0,58.0,68.0,53.0,29.0,4,2,4,4,4,1,1,1,82.7,62.3,52.0
4.0,42.0,70.0,100.0,55.0,70.0,18.0,4,2,3,3,3,1,1,1,96.2,91.5,35.0
4.0,67.0,62.0,50.0,59.0,56.0,32.0,4,4,4,5,4,1,1,1,99.5,89.60000000000002,64.0
4.0,57.0,70.0,44.0,73.0,71.0,25.0,4,3,4,3,4,1,1,1,81.7,80.9,51.0
4.0,86.0,65.0,67.0,68.0,54.0,86.0,5,5,5,5,5,1,0,3,86.9,24.3,76.0
4.0,48.0,64.0,85.0,51.0,58.0,26.0,3,3,3,3,3,1,1,1,95.3,100.0,34.0
4.0,78.0,73.0,49.0,77.0,65.0,50.0,5,5,5,5,5,1,1,1,91.2,65.9,80.0
4.0,79.0,68.0,60.0,80.0,81.0,70.0,5,5,5,5,5,1,1,2,95.2,61.6,81.0
4.0,58.0,71.0,69.0,83.0,93.0,28.0,5,4,3,3,5,1,1,4,92.4,79.5,72.0
4.0,76.0,72.0,70.0,69.0,48.0,69.0,5,5,5,5,5,1,0,1,42.6,27.2,78.0
4.0,39.0,56.0,54.0,50.0,63.0,19.0,3,3,2,3,2,1,1,2,81.9,74.8,36.0
4.0,55.0,64.0,72.0,66.0,68.0,33.0,4,5,4,3,2,1,1,2,83.9,62.9,56.0
4.0,69.0,68.0,76.0,63.0,63.0,64.0,5,5,4,4,4,1,1,4,89.7,66.5,61.0
4.0,50.0,59.0,40.0,72.0,65.0,32.0,4,3,3,4,3,1,1,4,90.5,71.89999999999998,46.0
4.0,66.0,59.0,60.0,61.0,55.0,32.0,4,3,4,3,3,1,1,2,97.4,73.5,51.0
4.0,51.0,50.0,56.0,38.0,42.0,71.0,3,3,3,3,3,1,0,3,62.5,63.6,42.0
4.0,69.0,65.0,54.0,69.0,64.0,35.0,4,4,4,4,4,1,0,2,46.8,48.4,68.0
4.0,49.0,62.0,57.0,39.0,34.0,44.0,3,4,4,3,3,1,1,1,96.5,72.6,41.0
4.0,50.0,56.0,53.0,67.0,61.0,53.0,4,3,3,4,4,1,1,4,78.9,53.1,50.0
4.0,88.0,74.0,74.0,70.0,57.0,86.0,5,5,5,5,5,0,0,4,68.7,15.5,77.0
3.0,46.0,44.0,31.0,56.0,62.0,47.0,4,4,4,4,4,0,1,4,31.3,88.3,54.0
3.0,44.0,42.0,35.0,46.0,35.0,23.0,3,4,4,4,4,0,1,4,8.4,100.0,47.0
3.0,56.0,49.0,42.0,55.0,47.0,57.0,4,4,4,4,3,0,1,4,8.8,85.2,55.0
3.0,54.0,57.0,53.0,58.0,43.0,69.0,4,3,4,3,4,0,1,1,35.2,100.0,51.0
1.0,72.0,72.0,50.0,67.0,56.0,70.0,5,5,4,5,5,0,1,1,33.2,76.3,74.0
1.0,41.0,41.0,29.0,35.0,29.0,59.0,3,4,4,4,4,0,0,3,34.4,49.2,36.0
1.0,46.0,49.0,43.0,50.0,45.0,47.0,3,3,4,2,3,0,1,1,47.0,100.0,52.0
1.0,47.0,46.0,31.0,42.0,38.0,61.0,4,5,5,4,3,0,0,3,17.2,37.1,41.0
1.0,63.0,61.0,51.0,65.0,61.0,59.0,4,4,4,3,4,0,1,1,20.5,89.2,68.0
1.0,56.0,51.0,48.0,52.0,46.0,45.0,3,4,3,4,4,0,1,1,47.3,100.0,60.0
1.0,50.0,41.0,28.0,48.0,35.0,47.0,3,3,4,4,3,0,0,2,32.2,75.4,53.0
1.0,49.0,46.0,43.0,63.0,64.0,56.0,4,5,5,4,3,0,1,2,45.7,90.10000000000002,61.0
1.0,53.0,57.0,47.0,63.0,57.0,65.0,4,4,3,3,3,0,1,1,39.3,99.4,65.0
1.0,39.0,39.0,29.0,28.0,35.0,60.0,3,3,4,3,3,0,0,3,44.1,73.2,31.0
1.0,54.0,48.0,40.0,60.0,60.0,56.0,4,5,5,4,4,0,0,2,18.3,62.6,62.0
1.0,63.0,66.0,56.0,63.0,59.0,67.0,5,3,3,5,5,0,1,1,12.1,84.1,75.0
1.0,60.0,64.0,50.0,61.0,51.0,59.0,4,4,3,4,3,0,1,1,41.3,96.39999999999998,62.0
1.0,43.0,42.0,35.0,48.0,43.0,48.0,3,3,4,3,3,0,1,2,41.0,90.2,49.0
1.0,54.0,71.0,62.0,63.0,50.0,38.0,4,3,3,4,4,0,1,1,19.4,92.5,60.0
1.0,61.0,58.0,37.0,67.0,58.0,57.0,4,5,4,4,4,0,1,1,33.9,86.9,68.0
1.0,57.0,58.0,47.0,57.0,51.0,52.0,4,3,3,4,4,0,1,1,38.9,95.0,63.0
1.0,82.0,71.0,65.0,76.0,88.0,87.0,5,5,5,5,5,1,0,3,35.4,25.9,89.0
1.0,56.0,53.0,40.0,65.0,66.0,43.0,4,3,5,4,4,1,0,4,18.7,2.5,58.0
